0	0
0.00001	0.015997108
0.0001	0.016220966
0.00011	0.016254058
0.00012	0.01628715
0.00013	0.016322188
0.00014	0.016357227
0.00015	0.016392266
0.00016	0.016429252
0.00018	0.016503222
0.0002	0.016577193
0.00022	0.01665311
0.00024	0.01672708
0.00026	0.01680105
0.00028	0.016875022
0.0003	0.016948992
0.00032	0.017022962
0.00036	0.017165064
0.0004	0.017303272
0.00045	0.017472626
0.0005	0.017632247
0.00055	0.017787973
0.0006	0.017935915
0.00065	0.018074123
0.0007	0.018208438
0.00075	0.018334967
0.0008	0.018457602
0.00085	0.018572452
0.0009	0.018681461
0.001	0.018883906
0.0011	0.019066885
0.0012	0.019228453
0.0013	0.019374447
0.0014	0.019504869
0.0015	0.019621666
0.0016	0.019718995
0.0018	0.019874722
0.002	0.019972052
0.0022	0.020049916
0.0024	0.020069381
0.0026	0.020069381
0.0028	0.020010984
0.003	0.019952586
0.0032	0.019855256
0.0036	0.019582733
0.004	0.019232347
0.0045	0.01869314
0.005	0.018060497
0.0055	0.017353884
0.006	0.016586925
0.0065	0.015769356
0.007	0.014914802
0.0075	0.014031048
0.008	0.013127829
0.0085	0.01221293
0.009	0.01129219
0.01	0.009464339
0.011	0.007692939
0.012	0.006022761
0.013	0.004488845
0.014	0.003128176
0.015	0.001975793
0.016	0.001061283
0.018	0.000059702
0.0186	0
